,Filename,Metadata Filename,MD5,Timestamp,Vulnerability,Vuln ID,CWE,Packed,Entropy,Packer,Compiler,Linker
618,0481807bebcf4305d68dba53c3c0b502-Eudora_6.0.3,163,0481807bebcf4305d68dba53c3c0b502,19/03/2004,Attachment Spoofing,"['osvdb-14800', 'cve-2004-1521']",['NVD-CWE-Other'],packed,7.99603,,Microsoft Visual C/C++(13.00.9178)[C],Microsoft Linker(6.0)
619,077c6cf8ad4dfb780fc7df2fde69a609-tcmdr600,1633,077c6cf8ad4dfb780fc7df2fde69a609,02/04/2006,'unacev2.dll' Buffer Overflow (PoC),"['osvdb-19224', 'cve-2005-2856']",['CWE-119'],packed,7.99562,,,"Turbo Linker(2.25*,Delphi)[GUI32]"
620,e6d4cede5b8057aec3f306cc7925f42b-FutureSoft_TFTP_Server_2000_1.0.0.1,16344,e6d4cede5b8057aec3f306cc7925f42b,09/05/2010,Transfer-Mode Overflow (Metasploit),"['cve-2005-1812', 'osvdb-16954']",['CWE-119'],packed,7.93724,,Microsoft Visual C/C++(11.00-13.10),
621,ace41ded07deae64821ea4241c9523d3-tftpdwin,16346,ace41ded07deae64821ea4241c9523d3,30/04/2010,'Filename' Remote Buffer Overflow (Metasploit),"['cve-2006-4948', 'osvdb-29032']",['NVD-CWE-Other'],packed,7.94959,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
622,306dca9a06a111fb1d09fd0bf7cd4372-tftpserver_setup,16348,306dca9a06a111fb1d09fd0bf7cd4372,15/06/2010,Transfer-Mode Overflow (Metasploit),"['cve-2008-1610', 'osvdb-43784']",['CWE-119'],packed,7.98661,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
623,634fc07c22568e72ce981ce7535ee357-tftpdwin,16349,634fc07c22568e72ce981ce7535ee357,20/09/2010,'Filename' Remote Buffer Overflow (Metasploit),"['cve-2002-2226', 'osvdb-45903']",['CWE-119'],packed,7.94959,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
624,0bf6d990948109b84ea8c645a2186ea5-at-tftpd19,16350,0bf6d990948109b84ea8c645a2186ea5,05/03/2011,Long Filename Overflow (Metasploit),"['cve-2006-6184', 'osvdb-30756', 'osvdb-11350']",['NVD-CWE-Other'],packed,7.98545,,Microsoft Visual C/C++(12.00.8799)[C],Microsoft Linker(6.00.8447)
625,cc0a454141373391942c0614c5e92b61-UsbCharger_setup_V1_1_1,16390,cc0a454141373391942c0614c5e92b61,20/09/2010,Code Execution (Metasploit),"['cve-2010-0103', 'osvdb-62782']",['CWE-94'],packed,7.99742,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32,admin,signed]"
626,12f1ab027e5374587e7e998c00682c5d-SLMail55_4433,16399,12f1ab027e5374587e7e998c00682c5d,30/04/2010,POP3 'PASS' Remote Buffer Overflow (Metasploit),"['cve-2003-0264', 'osvdb-11975']",['NVD-CWE-Other'],packed,7.94327,,Microsoft Visual C/C++(13.00.9178)[C],Microsoft Linker(6.20.8755)
627,f10525167bf6ef6464c5639e8e4bc625-fm50en,164,f10525167bf6ef6464c5639e8e4bc625,23/03/2004,'PunyLib.dll' Remote Stack Overflow,"['osvdb-4645', 'cve-2004-2719']",['CWE-119'],packed,7.99506,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
628,63a48c710bcf37fe1f1ce4d1e8514965-mirc634,16422,63a48c710bcf37fe1f1ce4d1e8514965,22/06/2010,PRIVMSG Handling Stack Buffer Overflow (Metasploit),"['cve-2008-4449', 'osvdb-48752']",['CWE-119'],packed,7.99205,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
629,1fda6ce26452bb712948c78d1a84d80f-quicktimeplayer730,16424,1fda6ce26452bb712948c78d1a84d80f,09/05/2010,RTSP Response Header Buffer Overflow (Metasploit),"['cve-2007-6166', 'osvdb-40876']",['CWE-119'],packed,7.99928,,Microsoft Visual C/C++(13.10.6030)[C],Microsoft Linker(7.10.6030)
630,c55d4dfa77bcb4aad5d18822e01a8b0d-rshd-bin-1.7,16427,c55d4dfa77bcb4aad5d18822e01a8b0d,30/04/2010,Remote Buffer Overflow (Metasploit),"['cve-2007-4006', 'osvdb-38572']",['NVD-CWE-Other'],not packed,5.70577,,Microsoft Visual C/C++(12.00.8966)[C++],Microsoft Linker(5.12.8034)
631,2b7ead76ba83a9aaed5c391cd2dafd36-Bomberclone.0.11.4.win32,16433,2b7ead76ba83a9aaed5c391cd2dafd36,30/04/2010,Remote Buffer Overflow (Metasploit),"['cve-2006-0460', 'osvdb-23263']",['NVD-CWE-Other'],packed,7.99957,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
632,ec23eb106197f0616a7b2b5556ad72bd-nc11nt,16436,ec23eb106197f0616a7b2b5556ad72bd,22/06/2010,NT Stack Buffer Overflow (Metasploit),"['cve-2004-1317', 'osvdb-12612']",['NVD-CWE-Other'],not packed,5.726,,Microsoft Visual C/C++(11.00-13.10)[libcmtd],
633,2b0e55c58e1355c4bd0143d06ce3d239-EurekaEmailSetup,16443,2b0e55c58e1355c4bd0143d06ce3d239,25/08/2010,ERR Remote Buffer Overflow (Metasploit) (2),"['cve-2009-3837', 'osvdb-59262']",['CWE-119'],packed,7.99694,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
634,86bf0e319baa468720143db7d5ac5291-POPPeeper-Install,16458,86bf0e319baa468720143db7d5ac5291,30/11/2010,UIDL Buffer Overflow (Metasploit),"['cve-2009-1029', 'osvdb-53559']",['CWE-119'],packed,7.99116,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
635,be82447d556d60db55053d658b4822a8-freeSSHd,16461,be82447d556d60db55053d658b4822a8,09/05/2010,Key Exchange Algorithm String Buffer Overflow (Metasploit),"['cve-2006-2407', 'osvdb-25463']",['CWE-119'],packed,7.9581,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
636,f7915612721b0e8dad57bdfcb29ac9bb-freeFTPd,16462,f7915612721b0e8dad57bdfcb29ac9bb,09/05/2010,Key Exchange Algorithm String Buffer Overflow (Metasploit),"['cve-2006-2407', 'osvdb-25569']",['CWE-119'],packed,7.96751,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
637,40adf5a55edbf2d047f73c0c31e0130b-putty,16463,40adf5a55edbf2d047f73c0c31e0130b,15/06/2010,Remote Buffer Overflow (Metasploit),"['cve-2002-1359', 'osvdb-8044']",['CWE-20'],packed,6.67649,,Microsoft Visual C/C++(12.00.8168)[C],Microsoft Linker(5.12.8034)
638,66112d4ac54d829777486065b915b6fc-Kerio_Personal_Firewall_2.1.4-win,16465,66112d4ac54d829777486065b915b6fc,15/06/2010,Authentication Packet Overflow (Metasploit),"['cve-2003-0220', 'osvdb-6294']",['NVD-CWE-Other'],packed,7.94747,,Microsoft Visual C/C++(12.00.8447)[C++],Microsoft Linker(5.12.9049)
639,7b4ab5fe7aed0d10fd23bfa3f5555045-WorldMail3_installer,16474,7b4ab5fe7aed0d10fd23bfa3f5555045,01/07/2010,IMAPd 'LIST' Remote Buffer Overflow (Metasploit),"['cve-2005-4267', 'osvdb-22097']",['CWE-119'],packed,7.9969,,Microsoft Visual C/C++(12.00.8966)[C++],Microsoft Linker(6.20.8755)
640,e67acf8a82d221ec28b6a8d6e33441ad-Mercur,16476,e67acf8a82d221ec28b6a8d6e33441ad,20/09/2010,IMAP SP3 SELECT Buffer Overflow (Metasploit),"['cve-2006-1255', 'osvdb-23950']",['NVD-CWE-Other'],packed,7.9983,UPX(0.89+)[modified],Borland Delphi,"Turbo Linker(2.25*,Delphi)[GUI32]"
641,e67acf8a82d221ec28b6a8d6e33441ad-Mercur,16481,e67acf8a82d221ec28b6a8d6e33441ad,25/08/2010,IMAP Login Buffer Overflow (Metasploit),"['cve-2006-1255', 'osvdb-23950']",['NVD-CWE-Other'],packed,7.9983,UPX(0.89+)[modified],Borland Delphi,"Turbo Linker(2.25*,Delphi)[GUI32]"
642,8e0bf8aec964af66a5d440ef705d548f-m32-401a,16484,8e0bf8aec964af66a5d440ef705d548f,09/05/2010,IMAP RENAME Buffer Overflow (Metasploit),"['cve-2004-1211', 'osvdb-12508']",['CWE-119'],packed,7.9967,,,Microsoft Linker(5.10.7303)
643,eca597a68e8b1c49a35858288f910640-imail200600,16487,eca597a68e8b1c49a35858288f910640,15/06/2010,IMAP SEARCH Buffer Overflow (Metasploit),"['cve-2007-3925', 'osvdb-36219']",['CWE-119'],packed,7.97292,,Microsoft Visual C/C++(13.00.9178)[C],Microsoft Linker(6.20.8755)
644,fae263e0e8dda742448f8c782f53adc5-UltraVnc-101-Setup,16490,fae263e0e8dda742448f8c782f53adc5,30/04/2010,Client Buffer Overflow (Metasploit),"['cve-2006-1652', 'osvdb-24456']",['CWE-119'],packed,7.99452,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
645,179c0c3c681bca5b6a37fdc313341b93-yahoo810249,16519,179c0c3c681bca5b6a37fdc313341b93,15/06/2010,ActiveX Control Buffer Overflow (Metasploit),"['cve-2007-3147', 'osvdb-37082']",['CWE-119'],packed,7.99827,,Microsoft Visual C/C++(12.00.8168)[C],Microsoft Linker(6.00.8168)
646,d48fcb09ae092228343356ebc83ba1c3-yahoo810413,16522,d48fcb09ae092228343356ebc83ba1c3,09/05/2010,'YVerInfo.dll' ActiveX Control Buffer Overflow (Metasploit),"['cve-2007-4515', 'osvdb-37739']",['CWE-119'],packed,7.99829,,Microsoft Visual C/C++(12.00.8168)[C],Microsoft Linker(6.00.8168)
647,25378e7b59179c3ae1859c010060195f-AIM-5.5.3588,16525,25378e7b59179c3ae1859c010060195f,03/07/2010,goaway Overflow (Metasploit),"['cve-2004-0636', 'osvdb-8398']",['NVD-CWE-Other'],packed,7.99928,,Microsoft Visual C/C++(12.00.8168)[C],Microsoft Linker(6.00.8168)
648,71a290be962786af83c97c04ebad3157-quicktime713,16527,71a290be962786af83c97c04ebad3157,04/05/2010,RTSP URI Buffer Overflow (Metasploit),"['cve-2007-0015', 'osvdb-31023']",['NVD-CWE-Other'],packed,7.99911,,Microsoft Visual C/C++(13.10.3077)[C],Microsoft Linker(7.10.3077)
649,20dc0ba2a002da191bd3890501f14aa3-mirc61,16530,20dc0ba2a002da191bd3890501f14aa3,09/05/2010,IRC URL Buffer Overflow (Metasploit),"['cve-2003-1336', 'osvdb-2665']",['CWE-119'],packed,7.94018,,Microsoft Visual C/C++(13.00.9466)[C++],Microsoft Linker(7.00.9466)
650,1a53cc0178b211cfd85df7b00c47ab0b-winamp512_full,16531,1a53cc0178b211cfd85df7b00c47ab0b,30/04/2010,Playlist UNC Path Computer Name Overflow (Metasploit),"['cve-2006-0476', 'osvdb-22789']",['NVD-CWE-Other'],packed,7.99943,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
651,3f3e6315efda6316ae04640516d060ed-msie7,16532,3f3e6315efda6316ae04640516d060ed,03/07/2010,XML Core Services HTTP Request Handling (MS06-071) (Metasploit),"['cve-2006-5745', 'osvdb-29425', 'other-MS06-071']",['NVD-CWE-Other'],packed,7.99967,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(7.10.2179)
652,e1e45cf19e08f8cd9972560425d6d823-ProgramChecker_1.5,16540,e1e45cf19e08f8cd9972560425d6d823,24/11/2010,ActiveX Control Arbitrary File Download (Metasploit),"['cve-2007-2987', 'osvdb-36715']",['CWE-119'],packed,6.68462,,Microsoft Visual C/C++(13.00.9466)[C],Microsoft Linker(7.00.9466)
653,f34f7f96e8307a01d51c9cc82abe90c2-ie60,16564,f34f7f96e8307a01d51c9cc82abe90c2,03/07/2010,WebViewFolderIcon setSlice() Overflow (MS06-057) (Metasploit) (2),"['cve-2006-3730', 'osvdb-27110', 'other-MS06-057']",['CWE-94'],packed,7.99977,,Borland C++,"Turbo Linker(2.25*,Delphi)[Console32,console]"
654,6a25c4341c9aa05ea4a87f51153a0e7b-BarCode_ActiveX_4.7,16565,6a25c4341c9aa05ea4a87f51153a0e7b,09/05/2010,Remote Stack Buffer Overflow (Metasploit),"['cve-2007-3435', 'osvdb-37482']",['NVD-CWE-Other'],packed,7.98072,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
655,f34f7f96e8307a01d51c9cc82abe90c2-ie60,16578,f34f7f96e8307a01d51c9cc82abe90c2,20/09/2010,'createTextRange()' Code Execution (MS06-013) (Metasploit),"['cve-2006-1359', 'osvdb-24050', 'other-MS06-013']",['CWE-94'],packed,7.99977,,Borland C++,"Turbo Linker(2.25*,Delphi)[Console32,console]"
656,36ee3ecaca90a80b59234a33782035ca-IE5.01sp4-KB937143-Windows2000sp4-x86-ENU,16581,36ee3ecaca90a80b59234a33782035ca,25/08/2010,Object Type (MS03-020) (Metasploit),"['cve-2003-0344', 'osvdb-2967', 'other-MS03-020']",['NVD-CWE-Other'],packed,7.99877,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(7.10.2179)
657,e2778fbe44bb68f75d4c4d8fab7975a0-real10g,16586,e2778fbe44bb68f75d4c4d8fab7975a0,09/05/2010,'.SMIL' Remote Buffer Overflow (Metasploit),"['cve-2005-0455', 'osvdb-14305']",['NVD-CWE-Other'],packed,7.97292,,Microsoft Visual C/C++(12.00.8966)[C++],Microsoft Linker(5.12.8034)
658,170c452dce91d3e3630594b5a86a764e-Shockwave_Installer_Full,16594,170c452dce91d3e3630594b5a86a764e,22/10/2010,rcsL Memory Corruption (Metasploit),"['cve-2010-3653', 'osvdb-68803']",['CWE-119'],packed,7.9986,,Microsoft Visual C/C++(15.00.30729)[C],Microsoft Linker(9.00.30729)
659,f34f7f96e8307a01d51c9cc82abe90c2-ie60,16597,f34f7f96e8307a01d51c9cc82abe90c2,03/07/2010,'VML' Fill Method Code Execution (MS06-055) (Metasploit),"['cve-2006-4868', 'osvdb-28946', 'other-MS06-055']",['CWE-119'],packed,7.99977,,Borland C++,"Turbo Linker(2.25*,Delphi)[Console32,console]"
660,07c03db7956e5e6fb4580cf8fa330993-Cool-Audio-Magic-Audio-Editor-pro-Installer_10.0.2_with_NCTAudioFile2_ActiveX,16603,07c03db7956e5e6fb4580cf8fa330993,03/07/2010,ActiveX Control 'SetFormatLikeSample()' Remote Buffer Overflow (Metasploit),"['cve-2007-0018', 'osvdb-32032']",['CWE-119'],packed,7.99952,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
661,6944f9b3f61d89701bb157e4bd6f0d4e-VUplayersetup_2.44_US,16617,6944f9b3f61d89701bb157e4bd6f0d4e,11/11/2010,'.m3u' Local Buffer Overflow (Metasploit),"['cve-2006-6251', 'osvdb-31710']",['NVD-CWE-Other'],packed,7.99296,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
662,1c3c56049cc1d722825c5d7635b51029-BlazeDVD_50_Professional_TRIAL,16618,1c3c56049cc1d722825c5d7635b51029,11/11/2010,PLF Buffer Overflow (Metasploit),"['cve-2006-6199', 'osvdb-30770']",['CWE-119'],packed,7.99878,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
663,c45f09020652e1111f83c8c8bce35427-FoxitReader411_enu_Setup,16621,c45f09020652e1111f83c8c8bce35427,16/12/2010,Title Stack Buffer Overflow (Metasploit),['osvdb-68648'],[],packed,7.99387,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
664,971e0537b7f8cee87bf083ab603efdad-vlc094,16629,971e0537b7f8cee87bf083ab603efdad,02/02/2011,TiVo Buffer Overflow (Metasploit),"['cve-2008-4654', 'osvdb-49181']",['CWE-119'],packed,7.99647,,MinGW,GNU linker ld (GNU Binutils)(2.56*)[GUI32]
665,ffde6013c622c033d31fb892b283a1ce-htmlhelp,16631,ffde6013c622c033d31fb892b283a1ce,25/09/2010,'.hhp' Index Buffer Overflow (Metasploit) (3),"['cve-2009-0133', 'osvdb-22941']",['CWE-119'],packed,7.99283,,Microsoft Visual C/C++(12.00),
666,dc9d22c01be9fa2b53c72ba4f9c4a265-acdsee-9-0-108-en,16632,dc9d22c01be9fa2b53c72ba4f9c4a265,25/09/2010,'.XPM' File Section Buffer Overflow (Metasploit),"['cve-2007-2193', 'osvdb-35236']",['NVD-CWE-Other'],packed,7.99527,,Microsoft Visual C/C++(12.00.8966)[C++],Microsoft Linker(5.12.8034)
667,b346f16e5851ade36e7ad431e53912d1-Free_Download_Manager_3.0_Build_844,16634,b346f16e5851ade36e7ad431e53912d1,25/09/2010,Torrent Parsing Buffer Overflow (Metasploit),"['cve-2009-0184', 'osvdb-54033']",['CWE-119'],packed,7.99935,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
668,9e23a704e747c2dacb540fad661dcfd7-setupov,16654,9e23a704e747c2dacb540fad661dcfd7,09/03/2010,'.ORB' File Parsing Buffer Overflow (Metasploit),"['cve-2010-0688', 'osvdb-62580']",['CWE-119'],packed,7.58867,,Microsoft Visual C/C++(11.00-13.10),
669,62c893a02d97e281f472e0971657165b-as25,16656,62c893a02d97e281f472e0971657165b,16/12/2010,Local Buffer Overflow (Metasploit),"['cve-2007-3314', 'osvdb-37579']",['NVD-CWE-Other'],packed,7.99978,"UPX(1.93)[NRV,best]",Microsoft Visual C/C++(12.00.9782)[C++],Microsoft Linker(6.0)
670,6944f9b3f61d89701bb157e4bd6f0d4e-VUplayersetup_2.44_US,16658,6944f9b3f61d89701bb157e4bd6f0d4e,11/11/2010,'.cue' Local Buffer Overflow (Metasploit),['osvdb-64581'],[],packed,7.99296,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
671,b7499cd35822865b0895def10d0a5eb8-destinymp3,16684,b7499cd35822865b0895def10d0a5eb8,30/04/2010,PLS .m3u Buffer Overflow (Metasploit),"['cve-2009-3429', 'osvdb-53249']",['CWE-119'],packed,7.95629,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
672,c3c788eb7f77758878a18e418a731e64-zinf-setup-2.2.1,16688,c3c788eb7f77758878a18e418a731e64,24/11/2010,'.pls' Local Stack Buffer Overflow (Metasploit),"['cve-2004-0964', 'osvdb-10416']",['NVD-CWE-Other'],packed,7.99756,,Microsoft Visual C/C++(12.00.8447)[C],Microsoft Linker(6.00.8447)
673,3aeb3050c014740df0d963d5cc01c07d-samiftpd_install,16702,3aeb3050c014740df0d963d5cc01c07d,30/04/2010,USER Remote Buffer Overflow (Metasploit),"['cve-2006-2212', 'cve-2006-0441', 'osvdb-25670']","['NVD-CWE-Other', 'NVD-CWE-Other']",packed,7.85456,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
674,7f4c620f02c915dc679b884530f67026-GlobalScapeFTP_3.0.2_vulnerable_TRIAL,16703,7f4c620f02c915dc679b884530f67026,05/10/2010,Input Overflow (Metasploit),"['cve-2005-1415', 'osvdb-16049']",['NVD-CWE-Other'],packed,7.99216,,Microsoft Visual C/C++(12.00.8447)[C++],Microsoft Linker(5.12.9049)
675,5fd1e648cce75e3bbbb4546c5bfa3663-TrellianFTP,16710,5fd1e648cce75e3bbbb4546c5bfa3663,15/06/2010,PASV Remote Buffer Overflow (Metasploit),"['cve-2010-1465', 'osvdb-63812']",['CWE-119'],packed,7.9884,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32,signed]"
676,351db41cde451e984042def74c9e6e6e-Dream_FTP_Server_1.02,16712,351db41cde451e984042def74c9e6e6e,22/06/2010,Format String (Metasploit),"['cve-2004-2074', 'osvdb-4986']",['NVD-CWE-Other'],packed,7.9468,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
677,e9e48d0432ef71118ba95365ceb065bb-CesarFTP_0.99g.EXE,16713,e9e48d0432ef71118ba95365ceb065bb,23/02/2011,'MKD' Remote Buffer Overflow (Metasploit) (2),"['cve-2006-2961', 'osvdb-26364']",['NVD-CWE-Other'],packed,7.98527,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
678,82546122d1afff0653fe3e19b6654f14-Gekko_Manager_v0.77,16728,82546122d1afff0653fe3e19b6654f14,14/11/2010,Remote Stack Buffer Overflow (Metasploit),['osvdb-68641'],[],packed,7.97451,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
679,713ceeaf57e9547fae752c41494f5570-FileCOPA_vulnerable_LIST,16733,713ceeaf57e9547fae752c41494f5570,30/04/2010,'LIST' Remote Buffer Overflow (Metasploit),"['cve-2006-3726', 'osvdb-27389']",['NVD-CWE-Other'],packed,7.99729,,Microsoft Visual C/C++(13.00.9466)[LTCG/C],Microsoft Linker(7.00.9466)
680,8c60773ec7bb19dc3d36994372375ce3-Easy_File_Sharing_FTP_Server_V2.0,16742,8c60773ec7bb19dc3d36994372375ce3,09/05/2010,PASS Overflow (Metasploit),"['cve-2006-3952', 'osvdb-27646']",['NVD-CWE-Other'],packed,7.98203,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
681,b654cdb448757b38b8968ff1b2f5bcb1-apache_2.0.58-win32-x86-no_ssl,16752,b654cdb448757b38b8968ff1b2f5bcb1,15/02/2010,LDAP protocol Buffer Overflow (Metasploit),"['cve-2006-3747', 'osvdb-27588']",['CWE-189'],packed,7.81326,,,
682,0ffe5385147edd1f9e7b460c6d7cb0a6-minishare-1.4.1,16754,0ffe5385147edd1f9e7b460c6d7cb0a6,09/05/2010,Remote Buffer Overflow (Metasploit),"['cve-2004-2271', 'osvdb-11530']",['NVD-CWE-Other'],packed,7.6707,"UPX(1.24)[NRV,brute]",MinGW,GNU linker ld (GNU Binutils)(2.56*)[GUI32]
683,969b158e57f48e940002e3b6c77ce98e-BadBlue_2.5.EXE,16761,969b158e57f48e940002e3b6c77ce98e,07/07/2010,'ext.dll' Remote Buffer Overflow (Metasploit),"['cve-2005-0595', 'osvdb-14238']",['NVD-CWE-Other'],packed,7.94775,,Microsoft Visual C/C++(12.00.8168)[C],Microsoft Linker(5.12.8034)
684,08e770b173aa41be27db2304ac0df846-Savant31,16770,08e770b173aa41be27db2304ac0df846,04/10/2010,Remote Overflow (Metasploit),"['cve-2002-1120', 'osvdb-9829']",['NVD-CWE-Other'],packed,7.93132,,Microsoft Visual C/C++(12.00.8447)[C++],Microsoft Linker(5.12.9049)
685,5ecb211687d5e835d5f8e4d2df7ea18a-Easy_Chat_Server_2.2,16772,5ecb211687d5e835d5f8e4d2df7ea18a,06/08/2010,Authentication Request Handling Buffer Overflow (Metasploit),"['cve-2004-2466', 'osvdb-7416']",['CWE-119'],packed,7.98741,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
686,bb54ff5a4338dc622c49a928a6770ffd-Free-Download-Manager-2.5-Build-758,16777,bb54ff5a4338dc622c49a928a6770ffd,13/07/2010,Remote Control Server Buffer Overflow (Metasploit),"['cve-2009-0183', 'osvdb-51745']",['CWE-119'],packed,7.9992,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
687,aaf0f01790ab39a65afb7cfc340dfd74-WUG803,16787,aaf0f01790ab39a65afb7cfc340dfd74,14/07/2010,Remote Buffer Overflow (Metasploit),"['cve-2004-0798', 'osvdb-9177']",['NVD-CWE-Other'],packed,7.99072,,Microsoft Visual C/C++(12.00.8447)[C++],Microsoft Linker(5.12.8034)
688,444977bbaee10689078f38df5ebfd1f5-psoproxy-x86-win32-0.91,16790,444977bbaee10689078f38df5ebfd1f5,09/05/2010,Stack Buffer Overflow (Metasploit),"['cve-2004-0313', 'osvdb-4028']",['NVD-CWE-Other'],not packed,6.27993,,Microsoft Visual C/C++(12.00.8168)[C++],Microsoft Linker(5.12.8034)
689,a7027075dff3c4b440cf79d533d2adb2-_navicpa_old,16808,a7027075dff3c4b440cf79d533d2adb2,12/07/2010,URL Handling Buffer Overflow (Metasploit),"['cve-2006-5112', 'osvdb-29257']",['NVD-CWE-Other'],packed,7.99811,,Microsoft Visual C/C++(13.00.9466)[LTCG/C],Microsoft Linker(7.00.9466)
690,acfc7ea062c50ac5dd22e56f54d111e5-m32-451,16821,acfc7ea062c50ac5dd22e56f54d111e5,22/06/2010,AUTH CRAM-MD5 Buffer Overflow (Metasploit),"['cve-2007-4440', 'osvdb-39669']",['CWE-119'],packed,7.99956,,,Microsoft Linker(5.10.7303)
691,b8ed46d5766aa05abb85c08fe4f212b4-mailcarrier25,16822,b8ed46d5766aa05abb85c08fe4f212b4,30/04/2010,SMTP EHLO Overflow (Metasploit),"['cve-2004-1638', 'osvdb-11174']",['NVD-CWE-Other'],packed,7.78721,,Microsoft Visual C/C++(12.00.8799)[C++],Microsoft Linker(5.12.8034)
692,8022cedbfd1347ba76a4724bc8265cf2-imail803,16824,8022cedbfd1347ba76a4724bc8265cf2,30/04/2010,Remote Buffer Overflow (Metasploit),"['cve-2004-0297', 'osvdb-3984']",['NVD-CWE-Other'],packed,7.93775,,Microsoft Visual C/C++,LCC Linker(2.55*)[GUI32]
693,79883e75c2f084647f8728f6d9af7114-coolzip2,16965,79883e75c2f084647f8728f6d9af7114,12/03/2011,zip Buffer Overflow,[],[],packed,7.9965,ASPack(1.00b-1.07b),,"Turbo Linker(2.25*,Delphi)[GUI32]"
694,4d4e15b98e105facf94e4fd6a1f9eb78-Kolibri-2.0-win,16970,4d4e15b98e105facf94e4fd6a1f9eb78,03/08/2011,HEAD Buffer Overflow (Metasploit),"['cve-2002-2268', 'osvdb-70808']",['CWE-119'],not packed,6.24041,,MinGW(gcc-3.4.5),GNU linker ld (GNU Binutils)(2.56*)[GUI32]
695,352e51162e6ccbec4a4ebdd3372ba97d-abbs-amp,16971,352e51162e6ccbec4a4ebdd3372ba97d,14/03/2011,'.m3u' / '.LST' Local Buffer Overflow,['osvdb-75096'],[],not packed,6.29767,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
696,352e51162e6ccbec4a4ebdd3372ba97d-abbs-amp,16976,352e51162e6ccbec4a4ebdd3372ba97d,14/03/2011,'.lst' Local Buffer Overflow (SEH),[],[],not packed,6.29767,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
697,87f1c4d5ba969107dd26cc229247ef62-FoxitReader42_enu_Setup,16978,87f1c4d5ba969107dd26cc229247ef62,14/03/2011,JavaScript File Write (Metasploit),['osvdb-71104'],[],packed,7.99513,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
698,3fa13cc884fdb1f814425872d8ae3a77-Opera_1101_int_Setup,16979,3fa13cc884fdb1f814425872d8ae3a77,15/03/2011,NULL PTR Dereference,[],[],packed,7.96313,,Microsoft Visual C/C++(13.00.9037)[C],Microsoft Linker(6.00.8047)
699,040b279d9b0d793a6b4da70ebdaf3d32-avipreview_by_aj_026_alpha,16986,040b279d9b0d793a6b4da70ebdaf3d32,16/03/2011,Denial of Service,[],[],not packed,5.43684,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.00.8569)
700,8f83928d8d4fd43a372d9ed8d10afa46-fakewebcamsetup,16996,8f83928d8d4fd43a372d9ed8d10afa46,17/03/2011,Local Crash (PoC),[],[],packed,7.99781,,Borland Delphi(2),"Turbo Linker(2.25*,Delphi)[GUI32]"
701,ce8ca5c5ba97c0d215887a6b98b5bccd-POPPeeper-Install,16999,ce8ca5c5ba97c0d215887a6b98b5bccd,18/03/2011,Local Overflow (SEH),[],[],packed,7.99177,,Microsoft Visual C/C++(13.10.2190)[C],Microsoft Linker(6.0)
